location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
10830,"Novi Sad Liman","co",0.19805,"µg/m³","2019-03-17T16:00:00Z","2019-03-17T17:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.20867,"µg/m³","2019-03-17T17:00:00Z","2019-03-17T18:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.26531,"µg/m³","2019-03-17T18:00:00Z","2019-03-17T19:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.44701,"µg/m³","2019-03-17T19:00:00Z","2019-03-17T20:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.40469,"µg/m³","2019-03-17T20:00:00Z","2019-03-17T21:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.24339,"µg/m³","2019-03-17T21:00:00Z","2019-03-17T22:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.22436,"µg/m³","2019-03-17T22:00:00Z","2019-03-17T23:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.29437,"µg/m³","2019-03-17T23:00:00Z","2019-03-18T00:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.27503,"µg/m³","2019-03-18T00:00:00Z","2019-03-18T01:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.27129,"µg/m³","2019-03-18T01:00:00Z","2019-03-18T02:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.32303,"µg/m³","2019-03-18T02:00:00Z","2019-03-18T03:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.22288,"µg/m³","2019-03-18T03:00:00Z","2019-03-18T04:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.21553,"µg/m³","2019-03-18T04:00:00Z","2019-03-18T05:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.21009,"µg/m³","2019-03-18T05:00:00Z","2019-03-18T06:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.25857,"µg/m³","2019-03-18T06:00:00Z","2019-03-18T07:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.30361,"µg/m³","2019-03-18T07:00:00Z","2019-03-18T08:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.26686,"µg/m³","2019-03-18T08:00:00Z","2019-03-18T09:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.18976,"µg/m³","2019-03-18T09:00:00Z","2019-03-18T10:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.1931,"µg/m³","2019-03-18T10:00:00Z","2019-03-18T11:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.20312,"µg/m³","2019-03-18T11:00:00Z","2019-03-18T12:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.20174,"µg/m³","2019-03-18T12:00:00Z","2019-03-18T13:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.20586,"µg/m³","2019-03-18T13:00:00Z","2019-03-18T14:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.21529,"µg/m³","2019-03-18T14:00:00Z","2019-03-18T15:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.22518,"µg/m³","2019-03-18T15:00:00Z","2019-03-18T16:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.22855,"µg/m³","2019-03-18T16:00:00Z","2019-03-18T17:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.24179,"µg/m³","2019-03-18T17:00:00Z","2019-03-18T18:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.24888,"µg/m³","2019-03-18T18:00:00Z","2019-03-18T19:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.26909,"µg/m³","2019-03-18T19:00:00Z","2019-03-18T20:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.25822,"µg/m³","2019-03-18T20:00:00Z","2019-03-18T21:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.24795,"µg/m³","2019-03-18T21:00:00Z","2019-03-18T22:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.24599,"µg/m³","2019-03-18T22:00:00Z","2019-03-18T23:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.23259,"µg/m³","2019-03-18T23:00:00Z","2019-03-19T00:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.22081,"µg/m³","2019-03-19T00:00:00Z","2019-03-19T01:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.22817,"µg/m³","2019-03-19T01:00:00Z","2019-03-19T02:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.23147,"µg/m³","2019-03-19T02:00:00Z","2019-03-19T03:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.23372,"µg/m³","2019-03-19T03:00:00Z","2019-03-19T04:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.2371,"µg/m³","2019-03-19T04:00:00Z","2019-03-19T05:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.23958,"µg/m³","2019-03-19T05:00:00Z","2019-03-19T06:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
10830,"Novi Sad Liman","co",0.3012,"µg/m³","2019-03-19T06:00:00Z","2019-03-19T07:00:00+01:00","Europe/Belgrade",45.23864199991949,19.835703999945203,,,,"Unknown Governmental Organization","EEA"
